playlist,description,track_id,title,release,plays,album,artist1,artist2,artist3,artist_id,popularity_track,genre1,genre2,genre3,artist_followers,explicit,duration,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
All Out 80s,"Dramatic, diverse to the sometimes ridiculous - here's the 80's.",0odIT9B9BvOCnXfS0e4lB5,Bette Davis Eyes,1981-01-01,154414196,Mistaken Identity,Kim Carnes,,,5PN2aHIvLEM98XIorsPMhE,75,new wave pop,soft rock,,169462,0,228000,0.675,0.649,5,-10.271,1,0.0319,0.0204,0.0,0.0959,0.596,116.624,4
All Out 80s,"Dramatic, diverse to the sometimes ridiculous - here's the 80's.",44aTAUBF0g6sMkMNE8I5kd,Every Little Thing She Does Is Magic,1981-10-02,159606566,Ghost In The Machine (Remastered 2003),The Police,,,5NGO30tJxFlKixkPSgXcFE,76,album rock,art rock,classic rock,3931888,0,260573,0.558,0.768,2,-9.997,1,0.0343,0.121,0.0626,0.124,0.429,81.909,4
All Out 80s,"Dramatic, diverse to the sometimes ridiculous - here's the 80's.",1YGZyfvdgZxzipWoWYVKxi,Kids In America,1981,89174848,Kim Wilde,Kim Wilde,,,73a6pNH4YtLNgDbPQwXveo,71,dance rock,europop,new romantic,382334,0,205533,0.557,0.782,4,-3.899,1,0.0475,0.0953,6.75e-06,0.118,0.305,159.621,4
All Out 80s,"Dramatic, diverse to the sometimes ridiculous - here's the 80's.",3oEkrIfXfSh9zGnE7eBzSV,The Winner Takes It All,1980,166342188,Super Trouper,ABBA,,,0LcJLqbBmaGUft1e9Mm8HV,75,europop,swedish pop,,5121508,0,294720,0.454,0.788,6,-6.748,1,0.0371,0.574,0.000766,0.0859,0.52,126.15,4
All Out 80s,"Dramatic, diverse to the sometimes ridiculous - here's the 80's.",5JOVSWohrjXW0BFTboh8XO,Don't Go,1982-07-01,60595725,Upstairs at Eric's,Yazoo,,,1G1mX30GpUJqOr1QU2eBSs,66,dance rock,new romantic,new wave,349080,0,188467,0.803,0.411,6,-16.013,1,0.0521,0.312,0.00344,0.0411,0.654,126.236,4
All Out 80s,"Dramatic, diverse to the sometimes ridiculous - here's the 80's.",4o6BgsqLIBViaGVbx5rbRk,You Make My Dreams (Come True),1980,510412711,Voices,Daryl Hall & John Oates,,,77tT1kLj6mCWtFNqiOmP9H,79,album rock,classic rock,mellow gold,1374734,0,190627,0.751,0.501,5,-12.151,1,0.0551,0.234,0.112,0.0467,0.902,167.057,4
All Out 80s,"Dramatic, diverse to the sometimes ridiculous - here's the 80's.",3L7RtEcu1Hw3OXrpnthngx,Don't You Want Me,1981,231622301,Dare!,The Human League,,,1aX2dmV8XoHYCOQRxjPESG,77,art rock,classic uk pop,dance rock,718788,0,236920,0.731,0.738,9,-8.125,0,0.0377,0.184,0.0,0.214,0.958,117.656,4
All Out 80s,"Dramatic, diverse to the sometimes ridiculous - here's the 80's.",0yJvWbn8xQKiDZ84VN5lQG,"De Do Do Do, De Da Da Da",1980-10-03,39899414,Zenyatta Mondatta (Remastered 2003),The Police,,,5NGO30tJxFlKixkPSgXcFE,66,album rock,art rock,classic rock,3931888,0,247293,0.78,0.523,9,-8.884,1,0.051,0.06,0.0629,0.24,0.855,147.86,4
All Out 80s,"Dramatic, diverse to the sometimes ridiculous - here's the 80's.",37BTh5g05cxBIRYMbw8g2T,Rosanna,1982-04-08,158203764,Toto IV,TOTO,,,0PFtn5NtBbbUNbU9EAmIWF,73,album rock,classic rock,mellow gold,1737998,0,331200,0.365,0.513,7,-13.034,0,0.0357,0.0208,0.000147,0.205,0.739,80.647,4
All Out 80s,"Dramatic, diverse to the sometimes ridiculous - here's the 80's.",7iFwfXNYy0goAL54aupC7Q,It's Raining Men,1983,170333040,Super Hits,The Weather Girls,,,19xz1vcuKNjniGEftTOSSH,52,disco,hi-nrg,,90251,0,326333,0.692,0.856,1,-7.786,1,0.0696,0.0468,0.507,0.252,0.576,136.913,4
All Out 80s,"Dramatic, diverse to the sometimes ridiculous - here's the 80's.",15Mh8m2BGTUptR8yy7fNAS,Only You,1982-07-01,75755819,Upstairs at Eric's,Yazoo,,,1G1mX30GpUJqOr1QU2eBSs,68,dance rock,new romantic,new wave,349080,0,194173,0.752,0.307,9,-17.063,1,0.0398,0.332,0.000135,0.0829,0.854,106.158,4
All Out 80s,"Dramatic, diverse to the sometimes ridiculous - here's the 80's.",7j74lucZ59vqN67Ipe2ZcY,Maneater,1982-10-04,264038044,H2O,Daryl Hall & John Oates,,,77tT1kLj6mCWtFNqiOmP9H,76,album rock,classic rock,mellow gold,1374734,0,273173,0.724,0.498,11,-13.083,0,0.0423,0.0405,8.56e-05,0.0761,0.823,88.825,4
All Out 80s,"Dramatic, diverse to the sometimes ridiculous - here's the 80's.",3ZZq9396zv8pcn5GYVhxUi,Down Under,1981-11-09,386709315,Business As Usual,Men At Work,,,0f3EsoviYnRKTkmayI3cux,69,album rock,australian rock,classic rock,767768,0,222320,0.739,0.459,11,-14.42,0,0.0294,0.129,0.0194,0.0474,0.892,107.115,4
All Out 80s,"Dramatic, diverse to the sometimes ridiculous - here's the 80's.",0fnTADkpDxvjA3v0Ss5bpb,Abracadabra,2019-10-11,50649226,Welcome To The Vault,Steve Miller Band,,,6QtGlUje9TIkLrgPZrESuk,51,album rock,blues rock,classic rock,1806075,0,307360,0.759,0.778,9,-5.799,0,0.0372,0.0454,3.58e-06,0.27,0.959,127.528,4
All Out 80s,"Dramatic, diverse to the sometimes ridiculous - here's the 80's.",2374M0fQpWi3dLnB54qaLX,Africa,1982-04-08,917480033,Toto IV,TOTO,,,0PFtn5NtBbbUNbU9EAmIWF,85,album rock,classic rock,mellow gold,1737998,0,295893,0.671,0.373,9,-18.064,1,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,4
All Out 80s,"Dramatic, diverse to the sometimes ridiculous - here's the 80's.",3VZmChrnVW8JK6ano4gSED,Sexual Healing,1982-10-01,223591056,Midnight Love,Marvin Gaye,,,3koiLjNrgRTNbOwViDipeA,74,classic soul,funk,motown,3776299,0,238600,0.805,0.601,0,-9.7,0,0.0579,0.119,0.000129,0.0581,0.746,94.382,4
All Out 80s,"Dramatic, diverse to the sometimes ridiculous - here's the 80's.",43btz2xjMKpcmjkuRsvxyg,Jack & Diane,1982,177953527,American Fool,John Mellencamp,,,3lPQ2Fk5JOwGWAF3ORFCqH,77,album rock,classic rock,country rock,974208,0,254493,0.811,0.41,9,-8.214,1,0.0391,0.0365,6.63e-06,0.0799,0.626,103.965,4
All Out 80s,"Dramatic, diverse to the sometimes ridiculous - here's the 80's.",4yKZACkuudvfd600H2dQie,Get Down On It,1999-03-01,125662563,The Very Best Of Kool & The Gang (Reissue),Kool & The Gang,,,3VNITwohbvU5Wuy5PC6dsI,76,disco,funk,motown,1521822,0,212907,0.879,0.626,7,-6.344,1,0.0604,0.205,6.07e-05,0.056,0.968,110.864,4
All Out 80s,"Dramatic, diverse to the sometimes ridiculous - here's the 80's.",3yDhZq8f17SmumVmEyCaRN,Give It Up,2016-03-11,99811360,All In a Night's Work (Expanded Version),KC & The Sunshine Band,,,3mQBpAOMWYqAZyxtyeo4Lo,66,disco,funk,motown,631902,0,254240,0.862,0.624,3,-11.63,1,0.0565,0.0192,0.000153,0.0465,0.882,124.896,4
All Out 80s,"Dramatic, diverse to the sometimes ridiculous - here's the 80's.",1I6q6nwNjNgik1Qe8Oi0Y7,Do You Really Want To Hurt Me,1982-09-01,74857339,Kissing To Be Clever,Culture Club,,,6kz53iCdBSqhQCZ21CoLcc,68,dance rock,disco,europop,960132,0,262173,0.744,0.376,4,-14.996,0,0.0366,0.0815,0.0,0.108,0.42,100.78,4
All Out 80s,"Dramatic, diverse to the sometimes ridiculous - here's the 80's.",19Ym5Sg0YyOCa6ao21bdoG,Gypsy,1988-11-21,120229326,Greatest Hits,Fleetwood Mac,,,08GQAI4eElDnROBrJRGE0X,75,album rock,classic rock,mellow gold,5832636,0,264907,0.622,0.54,5,-13.99,1,0.0261,0.017,0.00771,0.265,0.847,130.879,4
All Out 80s,"Dramatic, diverse to the sometimes ridiculous - here's the 80's.",6nWcEzyxDozQcmxMoNJtYx,Come On Eileen,2009-01-01,326906509,Come On Eileen / Dubious,Dexys Midnight Runners,,,4QTVePrFu1xuGM9K0kNXkk,69,bow pop,dance rock,new romantic,156787,0,205933,0.41,0.874,0,-4.286,1,0.0907,0.197,0.0,0.0843,0.824,107.08,4
All Out 80s,"Dramatic, diverse to the sometimes ridiculous - here's the 80's.",67eX1ovaHyVPUinMHeUtIM,Hurts So Good,1982,101957865,American Fool,John Mellencamp,,,3lPQ2Fk5JOwGWAF3ORFCqH,73,album rock,classic rock,country rock,974208,0,218960,0.785,0.737,9,-5.306,1,0.0363,0.042,0.000107,0.108,0.971,125.447,4
All Out 80s,"Dramatic, diverse to the sometimes ridiculous - here's the 80's.",39shmbIHICJ2Wxnk1fPSdz,Should I Stay or Should I Go - Remastered,1982,514406254,Combat Rock (Remastered),The Clash,,,3RGLhK1IP9jnYFH4BRFJBS,81,classic rock,dance rock,permanent wave,2015669,0,188987,0.742,0.833,2,-6.463,1,0.115,0.079,0.0,0.384,0.816,113.375,4
All Out 80s,"Dramatic, diverse to the sometimes ridiculous - here's the 80's.",58DXqHKK7TfxUmhCq2ux4E,Hard to Say I'm Sorry,2012-10-29,110693146,The Collection,Chicago,,,3iDD7bnsjL9J4fO298r0L0,61,adult standards,album rock,classic rock,2187188,0,232320,0.543,0.381,4,-8.565,1,0.0248,0.707,4.29e-06,0.249,0.188,72.32,4
All Out 80s,"Dramatic, diverse to the sometimes ridiculous - here's the 80's.",1hu2s7qkm5bo03eODpRQO3,Wanna Be Startin' Somethin',1982-11-30,nan,Thriller,Michael Jackson,,,3fMbdgg4jU18AjLCKBhRSm,58,pop,r&b,soul,17001061,0,363400,0.842,0.872,9,-8.234,1,0.0455,0.0259,0.419,0.0573,0.906,122.111,4
All Out 80s,"Dramatic, diverse to the sometimes ridiculous - here's the 80's.",3Cx4yrFaX8CeHwBMReOWXI,We Didn't Start the Fire,1989-10-17,212005313,Storm Front,Billy Joel,,,6zFYqv1mOsgBRQbae3JJ9e,77,album rock,classic rock,folk rock,3166851,0,287733,0.712,0.967,7,-5.206,1,0.047,0.0771,0.0,0.356,0.895,145.024,4
All Out 80s,"Dramatic, diverse to the sometimes ridiculous - here's the 80's.",4YwbSZaYeYja8Umyt222Qf,You Can't Hurry Love - 2016 Remaster,1982-11-05,295384136,"Hello, I Must Be Going! (Deluxe Edition)",Phil Collins,,,4lxfqrEsLX6N1N4OCSkILp,78,mellow gold,rock drums,soft rock,3384060,0,175747,0.62,0.936,7,-4.593,1,0.0308,0.0261,0.0,0.0679,0.763,97.527,4
All Out 80s,"Dramatic, diverse to the sometimes ridiculous - here's the 80's.",10kYRZ5byZgBEcmmQizlzj,Electric Avennue,2013-04-26,13365405,The Best Music from Jamaica,Eddy Grant,,,6j2HWcd7z61iTLbi8eD0hA,58,uk reggae,,,41449,0,192147,0.949,0.408,2,-14.377,1,0.2,0.409,0.000572,0.544,0.841,120.961,4
All Out 80s,"Dramatic, diverse to the sometimes ridiculous - here's the 80's.",5jzma6gCzYtKB1DbEwFZKH,London Calling - Remastered,1979,177599570,London Calling (Remastered),The Clash,,,3RGLhK1IP9jnYFH4BRFJBS,75,classic rock,dance rock,permanent wave,2015669,0,200480,0.651,0.801,0,-7.34,1,0.0513,0.123,0.0,0.0825,0.776,133.763,4
All Out 80s,"Dramatic, diverse to the sometimes ridiculous - here's the 80's.",6tASfEUyB7lE2r6DLzURji,Club Tropicana,1983-07-09,57941809,Fantastic,Wham!,,,5lpH0xAS4fVfLkACg9DAuM,70,new wave pop,,,1437710,0,265600,0.658,0.714,11,-9.247,1,0.0521,0.0291,5.7e-05,0.651,0.806,117.276,4
All Out 80s,"Dramatic, diverse to the sometimes ridiculous - here's the 80's.",4WpmwEdc4RBos8W8icSSxW,Moonlight Shadow,2009-01-01,65372663,The Mike Oldfield Collection,Mike Oldfield,,,562Od3CffWedyz2BbeYWVn,70,album rock,art rock,new age,401693,0,218187,0.611,0.72,4,-8.359,1,0.0259,0.291,0.0,0.356,0.8,128.594,4
All Out 80s,"Dramatic, diverse to the sometimes ridiculous - here's the 80's.",0Z9UkcT1pnrmLciUJPcMMS,Gold - 2003 Remaster,1983-02-25,9727559,True (Special Edition),Spandau Ballet,,,2urZrEdsq72kx0UzfYN8Yv,49,dance rock,europop,mellow gold,804665,0,290720,0.724,0.802,10,-6.117,0,0.0337,0.25,0.0016,0.342,0.729,143.116,4
All Out 80s,"Dramatic, diverse to the sometimes ridiculous - here's the 80's.",3ix6K4wZY29bCujrSznwFZ,Let's Dance - 2018 Remaster,1983-04-14,150112081,Let's Dance (2018 Remaster),David Bowie,,,0oSGxfWSnnOXhD2fKuz2Gy,74,album rock,art rock,classic rock,6370799,0,457676,0.654,0.743,10,-7.44,0,0.0605,0.0125,0.0272,0.153,0.632,114.846,4
All Out 80s,"Dramatic, diverse to the sometimes ridiculous - here's the 80's.",3cbV252akVZInSvJk7jAYX,Flashdance...What a Feeling - Radio Edit,1983-01-01,89189607,What a Feelin',Irene Cara,,,3oZa8Xs6IjlIUGLAhVyK4G,74,disco,europop,new wave pop,231960,0,237053,0.572,0.654,7,-7.027,0,0.0344,0.0058,3.21e-06,0.09,0.399,122.491,4
All Out 80s,"Dramatic, diverse to the sometimes ridiculous - here's the 80's.",56KqaFSGTb7ifpt16t5Y1N,Rock the Casbah - Remastered,1982,176360050,Combat Rock (Remastered),The Clash,,,3RGLhK1IP9jnYFH4BRFJBS,74,classic rock,dance rock,permanent wave,2015669,0,222427,0.796,0.872,9,-6.722,0,0.0573,0.287,0.0,0.284,0.866,129.894,4
All Out 80s,"Dramatic, diverse to the sometimes ridiculous - here's the 80's.",1TfqLAPs4K3s2rJMoCokcS,Sweet Dreams (Are Made of This) - Remastered,1983-01-04,635367869,Sweet Dreams (Are Made Of This),Eurythmics,Annie Lennox,Dave Stewart,0NKDgy9j66h3DLnN8qu1bB,83,art rock,dance pop,dance rock,1195336,0,216933,0.692,0.711,0,-7.498,0,0.0317,0.225,0.0,0.12,0.875,125.135,4
All Out 80s,"Dramatic, diverse to the sometimes ridiculous - here's the 80's.",1mCsF9Tw4AkIZOjvZbZZdT,Break My Stride,1983-03-19,194102516,I Don't Speak The Language,Matthew Wilder,,,3bmFPbLMiLxtR9tFrTcKcP,78,new wave pop,,,26603,0,184480,0.917,0.588,10,-11.047,1,0.0607,0.195,0.0,0.0914,0.828,110.077,4
All Out 80s,"Dramatic, diverse to the sometimes ridiculous - here's the 80's.",0CsM8VGDi38kusMv3pxyj1,True - Single Edit,2008-04-25,225202148,True - The Digital E.P.,Spandau Ballet,,,2urZrEdsq72kx0UzfYN8Yv,75,dance rock,europop,mellow gold,804665,0,329147,0.742,0.533,0,-9.098,1,0.0288,0.459,0.148,0.064,0.391,97.395,4
All Out 80s,"Dramatic, diverse to the sometimes ridiculous - here's the 80's.",5zA8vzDGqPl2AzZkEYQGKh,Uptown Girl,1983-08-08,380508804,An Innocent Man,Billy Joel,,,6zFYqv1mOsgBRQbae3JJ9e,79,album rock,classic rock,folk rock,3166851,0,197707,0.701,0.943,4,-2.986,1,0.0456,0.0747,0.0,0.601,0.791,128.992,4
All Out 80s,"Dramatic, diverse to the sometimes ridiculous - here's the 80's.",23l1kVpqMVREiwU1YAlcr4,I Guess That's Why They Call It The Blues,1983-05-30,nan,Too Low For Zero,Elton John,,,3PhoLpVuITZKcymswpck5b,70,glam rock,mellow gold,piano rock,6403139,0,285333,0.673,0.663,0,-7.29,1,0.0269,0.217,0.017,0.177,0.671,120.634,3
All Out 80s,"Dramatic, diverse to the sometimes ridiculous - here's the 80's.",4NH4xiPQ7TqNGqj6pZV4ki,Karma Chameleon,1989-01-01,292459764,The Best Of Culture Club,Culture Club,,,6kz53iCdBSqhQCZ21CoLcc,61,dance rock,disco,europop,960132,0,242200,0.668,0.473,10,-15.402,1,0.0336,0.231,0.0,0.115,0.962,91.976,4
All Out 80s,"Dramatic, diverse to the sometimes ridiculous - here's the 80's.",62LJFaYihsdVrrkgUOJC05,Kiss,1986-03-31,212199055,Parade - Music from the Motion Picture Under the Cherry Moon,Prince,,,5a2EaR3hamoenG9rDuVn8j,75,funk,funk rock,minneapolis sound,4946588,0,226240,0.898,0.271,7,-12.238,1,0.091,0.0135,0.00138,0.0461,0.742,111.485,4
All Out 80s,"Dramatic, diverse to the sometimes ridiculous - here's the 80's.",2fICdpdRotwfmGYzvs8Ngf,Rock You Like a Hurricane - 2015 - Remaster,1984-03-27,270730225,Love At First Sting (Deluxe Edition),Scorpions,,,27T030eWyCQRmDyuvr1kxY,68,album rock,german hard rock,german metal,4074325,0,253667,0.402,0.873,4,-3.209,0,0.0586,0.00484,7.3e-05,0.157,0.684,125.443,4
All Out 80s,"Dramatic, diverse to the sometimes ridiculous - here's the 80's.",1Hv1VTm8zeOeybub15mA2R,Smooth Operator - Single Version,1994-10-31,130013972,The Best of Sade,Sade,,,47zz7sob9NUcODy0BTDvKx,71,british soul,neo soul,sophisti-pop,2235789,0,258693,0.734,0.58,9,-6.619,0,0.0321,0.238,0.0006,0.0298,0.962,119.336,4
All Out 80s,"Dramatic, diverse to the sometimes ridiculous - here's the 80's.",6RNDeRnWsRMjPdNVgupZCs,I Just Called To Say I Love You,1999-11-23,186510773,At The Close Of A Century,Stevie Wonder,,,7guDJrEfX3qb6FEbdPA5qi,77,adult standards,motown,quiet storm,4706286,0,262240,0.748,0.551,1,-9.054,1,0.0239,0.243,1.57e-06,0.0943,0.65,113.535,4
All Out 80s,"Dramatic, diverse to the sometimes ridiculous - here's the 80's.",6HMvJcdw6qLsyV1b5x29sa,Hello,1983-01-01,141464253,Can't Slow Down,Lionel Richie,,,3gMaNLQm7D9MornNILzdSl,71,adult standards,disco,mellow gold,1950215,0,246933,0.424,0.222,9,-15.053,0,0.0391,0.646,0.0,0.148,0.0606,61.648,4
All Out 80s,"Dramatic, diverse to the sometimes ridiculous - here's the 80's.",1ot6jEe4w4hYnsOPjd3xKQ,I'm So Excited,1982-02-01,244260323,So Excited! (Expanded Edition),The Pointer Sisters,,,2kreKea2n96dXjcyAU9j5N,74,dance pop,dance rock,disco,569421,0,230640,0.59,0.868,5,-5.832,0,0.048,0.0962,0.000322,0.442,0.798,184.348,4
All Out 80s,"Dramatic, diverse to the sometimes ridiculous - here's the 80's.",5jSz894ljfWE0IcHBSM39i,Raspberry Beret,1985-04-22,99687384,Around the World in a Day,Prince,,,5a2EaR3hamoenG9rDuVn8j,72,funk,funk rock,minneapolis sound,4946588,0,215173,0.761,0.67,2,-12.759,1,0.0438,0.21,0.000426,0.0685,0.91,120.752,4
All Out 80s,"Dramatic, diverse to the sometimes ridiculous - here's the 80's.",63CHa6rmamv9OsehkRD8oz,Against All Odds (Take a Look at Me Now) - 2016 Remaster,2016-10-14,165365634,The Singles (Expanded),Phil Collins,,,4lxfqrEsLX6N1N4OCSkILp,77,mellow gold,rock drums,soft rock,3384060,0,206360,0.58,0.498,1,-6.901,1,0.0277,0.198,0.0,0.132,0.111,116.271,4
All Out 80s,"Dramatic, diverse to the sometimes ridiculous - here's the 80's.",1db0gbTSKdRQum8VlbNkiO,Say Say Say - Remastered 2015,1983-10-28,48313112,Pipes Of Peace,Paul McCartney,Michael Jackson,,4STHEaNw4mPZ2tzheohgXB,65,album rock,beatlesque,classic rock,3317747,0,235693,0.822,0.686,10,-10.456,0,0.0472,0.115,0.000982,0.0463,0.828,117.743,4
All Out 80s,"Dramatic, diverse to the sometimes ridiculous - here's the 80's.",1ZPlNanZsJSPK5h9YZZFbZ,Like a Virgin,1984-11-12,123376961,Like a Virgin (Reissue),Madonna,,,6tbjWDEIzxoDsBA1FuhfPW,74,dance pop,pop,,4679387,0,218627,0.773,0.656,3,-10.88,0,0.0381,0.202,0.00323,0.0697,0.971,119.754,4
